사랑해요
고마워요
감사해요
당신 덕분이에요
힘내요
보고싶어요
괜찮아요
좋아요
멋져요!
아름다워요
대단해요!
할 수 있어요
"지금, 잘 하고 있어요"
믿음이 중요해요
행복해요
행운이야
잘될거에요
거의 다 왔어요
사랑해
고마워
항상 응원하고 있어요
항상 행복해야해요
역시 좋아
당신이 좋아
이뻐요
멋져요
잘하고있어요
할 수 있어요
그래서 좋아요
그래도 좋아요
당신이 좋아요
잘될꺼에에요
괜찮아요
내일 해도되요
괜찮아요
한번 해볼까요?
한번 해봐요
좋을거에요
당신을 믿어요
믿고있어요
당신이 필요해요
당신을 존중해요
당신을 존경해요
사랑해요
행복할거에요
용서하세요
가능성은 무궁무진해요
꼭 하지 않아도 괜찮아요
기회가 생겼어요
인생은 모험이죠
인생은 소풍이죠
인생은 여행이죠
항상 기다릴께요
잘 하고 있어요
좋아요
어떻게든 할 수 있어요
배움의 기회에요
즐겨요
기도해요
Love you
Thank you
Nice
Good
Cheer up
Miss you
Pray for you
Cheer up
Go for it!
Beautiful
Great
You can do it
Cool
Now or never
You can make it
I know you made it
You made it!
Hang in there!
Keep it up!
Stick to it
Stick with it
I 'm always on your side!
Let 's give it one last try!
Everyone has their bad days
No worries
What 's done is done
Tomorrow is another day
You never know until you try it
I 'll keep my fingers crossed
Te quiero
愛してる
我爱你
Je vous aime
Ti voglio bene
jag älskar dig
Jeg elsker deg
jeg elsker dig
Miluji tě
я тебя люблю
Eu amo Você
я тебе люблю
Σε αγαπώ
Seni seviyorum
ผมรักคุณ
Tôi mến bạn
मैं तुमसे प्यार करता हूँ
انا احبك
Би чамд хайртай
mi amas vin
te amo
그댈 사랑해요
행복해요
당신 밖에 없어요
좋아요
사랑해요
아주 좋아요!
잘 하고있어요
그대로 나아가요
신념을 잃지말아요
믿는대로 행동해요
나는 당신을 믿어요
당신을 믿어요
믿어요
믿고있어요
당신을 믿어요
의지가 중요해요
할 수 있어요
당신이 맞아요
걱정하지마요
잘 될 꺼에요
용서하세요
걱정하지마요
걱정하지 마세요
잘 될꺼니까요
오늘을 살아요
지금을 살아요
과거는 잊어요
걱정하지마요
걱정하지 마세요
오늘은 맑음
웃어요
웃어봐요
행복하세요
항상 그대를


